Comentário,Classificação
"Estou a escrever esta reclamação para expressar minha grave preocupação com o atendimento médico que recebi na primeira consulta de urgência no Hospital da Luz de Lisboa em 31 de março de 2024. Na ocasião, apresentei sintomas de febre, suor noturno, tosse, enjoos e falta de ar.No entanto, apesar dos sintomas preocupantes e da minha dificuldade respiratória, não foram solicitados exames complementares de imagem do pulmão, nem foram realizados exames adicionais para detecção de possíveis infecções respiratórias. Em vez disso, fui prescrito apenas amoxicilina e medicamentos para controlar a febre, sem uma investigação mais aprofundada da causa dos meus sintomas respiratórios.Infelizmente, devido à falta de melhora e à persistência dos meus sintomas, tive que retornar ao Atendimento de Urgência do Hospital da Luz de Lisboa em 04 de abril de 2024, por volta das 06h30 da manhã. Foi somente nessa ocasião que fui internado e colocado em oxigénio para auxiliar na respiração, após uma avaliação mais abrangente da minha condição grave de saúde.Além disso, tive significativa perda de peso desde o início dos sintomas, o que ressalta ainda mais a gravidade da minha condição e a necessidade de uma abordagem completa por parte dos profissionais de saúde responsáveis pelo meu atendimento em 31 de março de 2024.Portanto, gostaria de solicitar uma investigação completa sobre o tratamento que recebi na minha primeira consulta de urgência no Hospital da Luz, bem como a implementação de medidas corretivas para garantir que outras pessoas não enfrentem uma situação semelhante no futuro. Além disso, gostaria de receber um retorno formal sobre as medidas tomadas para abordar minhas preocupações. Desejo também receber uma indemnização por danos causados a minha saúde e pela gravidade que se tornou após um atendimento sem qualificação.---Entretanto recebi sua resposta sobre o meu atendimento no Atendimento de Urgência Adultos do Hospital da Luz Lisboa em 31 de março de 2024. Porém durante minha visita, mencionei a dificuldade em respirar, um sintoma que foi subestimado pela médica. Isso me preocupa muito, pois a falta de consideração aos meus sintomas teve um impacto sério em minha saúde. Além disso, a ausência de exames adicionais resultou em um diagnóstico incorreto e um tratamento ineficaz.Após exames posteriores, descobriu-se que o agente causador da minha pneumonia era Mycoplasma, uma bactéria que não responde ao tratamento inicial prescrito. Isso torna evidente que o cuidado inicial foi insuficiente e levanta questões sobre a qualidade do atendimento que recebi.Neste contexto, gostaria de enfatizar meu objetivo de ser compensado pelos danos causados pela negligência ocorrida. Os problemas que enfrentei devido à falha no diagnóstico e tratamento afetaram minha saúde e qualidade de vida, e acredito que tenho direito a uma compensação adequada.Além disso, peço uma investigação completa e transparente sobre o ocorrido. É crucial identificar as falhas no protocolo de atendimento e implementar medidas corretivas para evitar que outros pacientes enfrentem situações semelhantes.Estou disposto a colaborar plenamente com o processo de investigação e agradeço antecipadamente por sua atenção a este assunto delicado",Atendimento hospitalar
"Venho por este meio reclamar formalmente da desorganização e falta de resposta do Hospital da Luz de Lisboa, relativamente a um pedido que fiz por telefone a 11-Abr-2024 de relatório médico. O relatório em questão, de exame realizado a 22-Abr-2022, não me foi facultado na altura (nem em papel, nem em formato digital), sendo que apenas tenho em meu poder as imagens e um papel (tudo agravado) que indica o nome do exame realizado (ecografia ginecológica c/ sonda vaginal). Sendo que necessito do relatório médico descritivo referente a este exame com a maior celeridade possível, por motivos de pré-autorização cirurgica por parte da seguradora, tenho estado em constantes tentativas que este pedido chegue ao Dr.Shadi Abushab, sem qualquer sucesso. O primeiro ticket (10788520) foi aberto a 11-Abr, liguei mais 2 vezes durante essa semana, todas as chamadas tendo sido marcadas como urgentes. O segundo ticket (10899481) foi aberto a 23-Abr, novamente marcado com carácter urgente. De todas as tentativas de contacto a mesma informação é passada: Não é possível contactar as secretárias do Dr., vamos voltar a enviar o pedido, mas o mesmo não se encontra em processamento, indicando que as colegas ainda não o abriram. Vi-me na obrigação de recorrer ao agendamento de uma consulta urgente para abordar diretamente esta situação com o Dr. Abushab. No entanto, considero profundamente desanimador e desumano ser obrigado a tomar tais medidas. Como paciente, acredito que é um direito ter acesso oportuno aos meus resultados médicos e relatórios clínicos, e que os pedidos cheguem ao prestador de cuidados de saúde relevante sem a minha intervenção direta. Imploro ao Hospital da Luz de Lisboa que rectifique imediatamente esta situação, agilizando a entrega do pedido de relatório médico solicitado ao Dr. Adicionalmente, solicito uma revisão minuciosa dos processos internos e canais de comunicação para evitar que problemas semelhantes se repitam no futuro.",Falta de informação
"Caros Srs.,Venho por este meio reclamar da seguinte situação: Tenho Seguro de Saúde Multicare através do qual fui realizar procedimento ao qual me informaram antecipadamente o valor através do seguro de 46,75 € (Factura: FT FC24/73422 de 17.01.2024). Durante esse procedimento foi detetado que iria ser necessário a realização de mais um procedimento igual e com urgência sobre o risco de se tornar em doença grave ou de já ser. Foi marcado novo procedimento para o dia 29.02.2024, fui anestesiada e quando acordei foi-me informado que não tinha sido possível efetuar o procedimento e a remoção do que era necessário, pois o preparado que havia funcionado anteriormente desta vez não foi eficiente, e que então trocariam de preparado e teria que repetir. Ao fazer o check-out tentei efetuar pagamento, como sempre faço, por uma questão de cautela e organização, no entanto a administrativa disse-me que provavelmente os profissionais tinham ido almoçar e que não era assim possível fazê-lo, que enviariam a fatura por e-mail. Marquei novo procedimento para o dia 05.03.2024, desta vez com sucesso. Quando saí foi-me apresentada uma conta daquele procedimento de 1102,97€ (Fatura: FT FC24/298699). Um valor muitíssimo superior ao que me foi apresentado no início e que corresponde a mais de um mês do meu trabalho. Perguntei sobre a fatura do dia 29.02.2024 e foi-me dito que para além da presente fatura, não tinha mais nada em dívida, estranhei, mas pensei que fosse por talvez o procedimento não ter sido realizado, a administrativa não me sabia dizer e sobre o valor desta última fatura disse-me para esclarecer com o seguro. No dia seguinte, tentei perceber junto com o meu seguro e hospital o que se havia passado para este valor tão elevado e foi-me esclarecido que tinha ultrapassado o plafon e que agora estava a pagar valores de tabela do seguro. Neste mesmo dia (06.03.2024) recebi então a fatura do dia 29.02.2024 no valor de 375€ (Fatura: FT FC24/302576). Durante este processo em um momento de fragilidade, por incerteza de doença grave, nunca me foi alertado a diferença de valor, nem tão pouco suspeitei de tão elevado aumento uma vez que nem sequer recebi o valor dos 375€ do dia 29, que já me teria dado um alerta de que os valores agora eram outros. Tendo recebido estes dois valores praticamente juntos, sem qualquer prévia suspeita e aviso. A informação de valor deve ser comunicada com antecedência, sobretudo se este altera, tem que ser verificado. Tudo o que foi feito foi previsto, não houve nada extra imprevisto que não fosse possível saber o valor antecipadamente. Parece-me uma prática ou de desorganização, ou de má fé, tendo eu sido levada a crer em valores que não eram reais, ao me comunicar um valor da primeira vez e não fazer das restantes, assumi que o valor seria o mesmo, ou não muito diferente. Não tinha razões para pensar que podia ser diferente",Cobrança indevida 
"Boa tarde, estive internanda no hospital a nivel particular no final de setembro 2023 durante 4 dias. Foram pagos dois adiantamentos (1º valor de 750 e o 2º no valor de 858,00 no dia 30 de Setembro 2023). No dia da alta não havia numa administrativa no internamento para o fecho de contas. Foi-me enviada a posterior uma factura para pagamento no valor de 892.97. Já contactei inumeras vezes(chamada telefonica), via email o hospital e presencialmente no internamento 4B a solicitar esclarecimentos sobre consumos não consumidos/solicitados por mim durante o internamento. Ate a data de hoje nao foi contactada pelo hospital, no entanto continou a receber cartas tendo a ultima recebida no dia 15 de Novembro do departamento Pré-Contencioso de Cobranças.Solicito que a factura seja rectificada para proceder ao pagamento. Recuso-me a pagar consumos que não consumi ou solicitei. Estou disponivel para qualquer esclarecimento adicional por telefone ou email.",Cobrança indevida 
"No dia 22 fevereiro de 2023 eu estive no hospital da Luz de Lisboa para realizar uma endoscopia, tendo em atenção problemas no meu esófago. Sou portadora de Esclerose Múltipla, a ser seguida no Hospital de Santa Maria e este problema no esófago foi possivelmente causado pelo meu tratamento da doença. Assim, eu precisava de uma resposta urgente a respeito da causa da inflamação/infeção no esófago. No entanto, para a minha surpresa (insatisfação, tristeza, angústia e indignação), ao receber os resultados da biópsia, eu não obtive a resposta pela qual buscava. O relatório informou que foram, na verdade, retirados fragmentos alimentares (?) e que, por isso, a biópsia não foi realizada adequadamente.Estava já há 3 meses sem conseguir alimentar-me. Já havia perdido 13 quilos. Estava desesperada, com o tratamento da esclerose interrompido e fiquei mais um mês sem respostas. Assim que obtive esta (não) resposta, fui ao hospital solicitar um novo exame. O erro não foi admitido e senti-me desprotegida. Tive de efetuar um novo pagamento de exame, biópsias, findando todo o meu plafond logo em fevereiro (com tantos gastos que não deveriam ter sido pagos por mim, visto ter sido uma recolha errada do material). Diante do meu desespero (e solidão) para obter uma resposta, não tive alternativa além de aceitar esta situação.Passado este pesadelo e tendo finalmente um resultado, no dia 11 de NOVEMBRO recebi duas faturas relativas às biópsias, totalizando 330 euros. Revendo as faturas da multicare, consta que todos os procedimentos realizados em fevereiro e março foram 100% comparticipados pela seguradora. Busco uma resposta junto ao hospital, um esclarecimento para não receber mais mensagens CONSTRANGEDORAS a solicitar o pagamento deste vultuoso valor. No entanto, mais uma vez, encontro-me sozinha diante deste hospital e dos seus funcionários.",Cobrança indevida 
"Venho por meio desse comunicar a vossa exa.Estive no hospital da luz de Lisboa em 27/06/22 onde realizei consultas de gastroenterologia e realizei uma endoscopia com biópsia tudo isso pago por mim ao hospital quase 400€ nesse mesmo dia.Para minha surpresa a cerca um mês atrás emitiram uma nova fatura no meu com um serviço de biópsia 2x com a data da fatura como sendo referente referente ao exame do dia 27/06/22 ...Liguei ao hospital disseram que era uma atualização que houve nos serviços...É inadimissivel quase um ano depois querem cobrar uma atualização do serviço prestado, não faz sentido nenhum.Liguei para o financeiro do hospital, enviei e-mail para o financeiro e ninguém se quer responde , é uma vergonha tratarem assim às pessoas sendo um hospital privado e tão caro.",Cobrança indevida 
" dia da admissão do cliente foi solicitado o adiantamento de 4950€.A fatura foi de 4166,66€.Aguardo o reembolso no valor de 783,34€.Já contactei, por 2 vezes, a linha telefónica de apoio ao cliente que me informou que iria ser contactado nesse ou no dia seguinte mas, nada aconteceu.Posteriormente, mandei dois email's, nos dias 18 e 24 para o endereço geral.lisboa@hospitaldaluz.pt anexando os comprovativos do pagamento do adiantamento, a fatura e a indicação do IBAN que também foi indicado na admissão do cliente.Até ao momento em que redijo esta reclamação ainda não acusei na minha conta bancária o respetivo reembolso.

",Reembolso 
"Tive um acidente a 24/3/23, no H. Luz Oeiras fizeram-me uma factura/recibo com todos os detalhes. No H. Luz Lisboa obtive uma factura/recibo que não é aceite pelo meu seguro de saúde pois apenas diz : Procedimento Cirúrgico/ortopédico = 410 euros. Desde dia 24 que peço um recibo especificando o conteúdo deste montante. Deixei o hospital com a promessa de no dia seguinte receber por correio eletrónico uma factura detalhada. No dia 25/3, no seguimento do meu telefonema obtive esta mensagem eletrónicaCaro(a) Agripina Maria Montez Lopes,Em resposta ao seu contacto, informamos que foi aberto o Pedido nº 07838989.Mais informamos que a situação que nos reportou foi encaminhada internamente. Voltamos ao contacto em breve.Esta mensagem foi enviada automaticamente, pelo que as mensagens enviadas para este endereço de email não serão respondidas.Agradecemos a sua preferência.Com os melhores cumprimentos,Hospital da Luz LisboaAvenida Lusíada, 100 • 1500-650 Lisboa • Portugalhospitaldaluz.pt/lisboaTenho ligado todos os dias da semana, na sexta, 31/3, voltei ao hospital Luz Lisboa para obter a factura detalhada. esperei uma hora, e tinham-me dito que era apenas 15 minutos, com um táxi à espera pois tenho uma luxação grave no ombro direito que não me permite conduzir. Eu tenho o prazo de dez ddias uteis para apresentar a factura ao meu seguro de acidentes e estou a ver que vou perder este dinheiro. Agradeço que processem estes senhores, que se recusam a falar comigo. Só consigo falar para o número geral do hospital, que todos os dias me dizem que o meu processo esta a ser tratado.Pretendo ser compensada de todos os danos causados, física e psicologicamente assim como as deslocações e chamadas telefónicas para Lisboa.Segunda reclamação:Venho expor a factura, agora detalhada, do Hospital da Luz Lisboa - serviço de urgência. Factura esta que não retrata a original, apenas foi emitida para tapar os erros da factura original.Junto a 1a. factura, que é do H. Luz-Oeiras e que está detalhada e justificada.Depois de várias reclamações diárias e duas idas ao H. Luz-Lisboa, hoje a Sra. Joana Eugénio fabricou uma factura detalhada onde até o RX desapareceu para surgirem bens consumíveis (não consumi nada, nem uma aspirina), e MCDT's",Falta de informação
"A fatura com o numero FC23-0529498 foi enviada para mim com 1 item cobrado incorretamente.A doutora prescreveu analise de Apolipoprotei´na A e B porem foi cobrado uma analise adicional de 1x Apolipoproteina A2, Apo A2. o qual nao foi prescrito.Ja contactei o hospital por 3 vezes foi aberto Pedido nº 08138962, foi solicitado que eu aguardasse 10 dias porem ate o momento nao houve nenhuma resposta",Cobrança indevida 
"Tive uma consulta de Gastroenterologia no Hospital da Luz - Lisboa no dia 26/5/2022 com o Dr. Eduardo Pires. Fiquei de fazer uma medicação, análises e uma ecografia abdominal. A eco ficou marcada para 21/11/2022 e a consulta de seguimento de gastro ficou marcada para 12/12/2022. No dia útil anterior a essa consulta (no dia 9/12/2022) fui informado de que a consulta tinha sido remarcada para 14 de Dezembro. Note-se que uma marcação resulta da conjugação da vontade das partes e não de uma decisão unilateral. E essa proposta de marcação é do tipo no reply. Mas eu podia ir e não levantei ondas. Mas acontece que na véspera dessa consulta volto a receber uma mensagem a dizer que a consulta tinha sido remarcada, desta vez para 22/12/2022 às 9h30. Não podia ir a essa hora nesse dia!Ora, não sendo possível comunicar nem por SMS nem por email (ambos no reply), tentei o MYLUZ: não aceitava marcações por indisponibilidade de agenda e, se eu quisesse, que mudasse de médico).Telefonei a 14 de Dezembro a relatar o acima descrito e a solicitar nova data para a consulta. Ficaram de ver e de responder o que, até hoje, nada!Telefonei a 19 de Dezembro a saber se já havia resposta: a questão já estava colocada e depois dariam resposta. Nada, até ontem!Telefonei ontem, 17 de Janeiro: A agenda está um bocado preenchida. Só a 6 de Setembro!!! de 2023, imagino eu. Quase 9 meses depois da consulta de 12/12/2022 que o H Luz cancelou!!!No meu entendimento isto significa recusar a consulta de seguimento, o que é inaceitável.Solicito que a consulta em falta seja marcada num prazo razoável.

",Atendimento hospitalar
"Venho por este meio comunicar que no passado dia 1-02-2022 fui a uma consulta de imunoalergologia com o Dr. Luís Miguel Borrego no Hospital da Luz Lisboa. Foi a primeira vez que fui através da ADSE (já era paciente do Dr. mas anteriormente tinha Advance care) e foi-me cobrado o valor pelo subssistema de 37.5€ (com emissão de fatura). Tendo em conta este valor, e sendo que o doutor me queria ver passado uma semana para controlo, marquei então esta consulta de controlo para dia 7-02-2022. Após a consulta dirigi-me para pagar e foi-me comunicado que o valor da consulta seria de 88€. Expliquei que ainda há uma semana tinha pago o valor de 37.5€ pelo subssistema da ADSE ao que me foi respondido que essa faturação terá sido um erro e que na verdade o valor da consulta seria os 88€. Expliquei que se eu tivesse na posse dessa informação, não teria ido à segunda consulta que era apenas de controlo. A resposta que obtive ao balcão no momento, e mais tarde nesse dia por telefone, foi que tinha toda a razão, pediram desculpa mas que não poderiam fazer nada. Ainda me foi questionado se durante a marcação da consulta por telefone me tinham avisado do valor, ao que respondi que não. Obviamente que desde aí tento contactar a Luz Lisboa para que a situação se resolva da melhor maneira tendo em conta que o erro foi da parte da colaboradora da Luz e, até agora, a solução que me apresentam é ser eu a pagar pelo mesmo. No dia 4-03-2022 recebo duas cartas registadas para pagar tanto o remanescente da primeira consulta (50.5€ onde já havia a emissão de uma fatura), como o total da segunda (88€) num prazo máximo de 10 dias úteis. Voltei a contactar a Luz no próprio dia onde foi feito um pedido urgente para entrarem em contacto comigo. Dia 10-03-2022 enviei email a explicar a situação e a confirmar que continuava à espera. Nesse mesmo dia fui contactada por telemóvel dizendo que não haveria nada que pudessem fazer e que teria de pagar as faturas já emitidas. Acho lamentável que o erro seja assumido pelo Hospital e, no entanto, é o utente a pagar por ele. Calculo que o Hospital não possa emitir faturas no valor que pretende para depois as cobrar mais tarde e, infelizmente, é o que está aqui a acontecer. Uma vez que não sei mais como me defender, peço o apoio e conselhos da DECO para que o Hospital não fique impune e que esta situação não se repita com mais ninguém. Muito obrigada pela atenção.",Cobrança indevida 
"Venho por meio deste reclamar da médica Dra Ana Luísa Moura, que me atendeu 2x no hospital da Luz.Para dar mais contexto estava antes a ser acompanhada pela Dra Inês Andrade Mota, que havia feito prescrição de vacinas que deveriam ser admnistradas no hospital.Quando as vacinas chegaram mandei e-mail para a médica para que a mesma pudesse agendar e iniciar o tratamento, mandei e-mail no dia 06 de janeiro, e como não havia resposta até então, decidi ligar ao hospital, onde me disseram que a médica estava de licença maternidade, eu expliquei a atendende que já tinha as vacinas e que queria apenas fazer a aplicação, liguei dia 10 de janeiro ás 12:26, ela disse que eu teria que agendar consulta com outra médica para fazer o procedimento (levei as vacinas), no mesmo dia agendei a consulta para as 15:50, fui atendida ás 15:33 pela Dra Ana Luísa Moura, disse que ja estava a ser acompanhada e que a minha médica apenas ia me dar as vacinas, a Dra Ana Luísa Moura disse me que não me poderia administrar as vacinas em consulta uma vez que existia outro procedimento para isso, e disse que se eu quisesse poderia ir embora que ela cancelava a consulta, porém que se eu lhe permitesse a consulta ela me poderia marcar as vacinas todas, e que era melhor se assim eu fizesse, achei estranho, mas já estava lá e aceitei essas condições, ela apenas ouviu a minha respiração e disse para eu continuar a medição da Dra Ines Mota, ou seja, ela não fez nada, eu perguntei a médica se as vacinas do tétano e rubéola interferiam com as vacinas de alergia, a médica respondeu que sim, e que só me poderia agendar para 21 de janeiro, uma vez que eu tinha vacinas do dia 06 de janeiro, agendei mesmo querendo resolver logo a questão, pois tinha disponibilidade maior na semana de 10 e 14, no dia seguinte a consulta, a Dra Ines mota respondeu o meu e-mail e disse que indicava a Dra Filipa, e que não havia problemas eu ter as vacinas do plano nacional de vacinação, eu então liguei ao hospital para mudar para Dra Filipa e tentar antecipar as vacinas, me deram um protocolo e me pediram para aguardar o contato da assistente da médica, a mesma ligou me e disse que não fazia sentido trocar da Dra Ana Luísa Moura para a Dra Filipa, pois ambas tinham indicação da Dra Inês, eu tentei insistir pois me sentia mais confortavél com a indicação da médica, mas ela deixou-me quase que sem opção, resolvi então não trocar, mas já estava um pouco chateada em ter ido ao hospital pagar uma consulta que poderia ter sido apenas a marcação da vacina.A assistente então marcou para hoje 13 de janeiro ás 10h, chequei ao hospital ás 09:55, esperei quase 35 min para ser atendida pela Dra Ana Luísa Moura, quando a mesma me atendeu, eu disse que a Dra Inês Mota, não via problemas em administrar antes as vacinas, ela não me pareceu de todo confortavél com a situação e o comportamento era frio e sarcástico, terminando em infantil e despreparado, ela levantou a minha camisa como se fosse me dar a vacina, mas não deu, de seguida pediu para ver se eu tinha alguma mancha pelo corpo, fiquei semi nua, e depois de ver tudo, voltou com um termo de consentimento para eu assinar, eu peguei no termo para ler, e ela perguntou onde estavam os auto colantes, eu disse que não me tinham dado na recepção, veja bem, eu já estava no ambulatório sem o casaco, preparada para levar as vacinas, ela me mandou ir a recepção buscar autocolantes, pensei que não fazia sentido algum, mas fui, porém já estava a ficar com um certo estresse, na recepção a senhora disse que não tinha imprimido porque o pedido chegou no final do dia, pensei mais uma vez, que não era um problema meu, a recepcionista foi comigo até a médica e lhe deu essa explicação, eu já estava em total estresse e fiz uma pergunta já estressada a médica relativamente a vacina, ela percebeu meu stresse e pediu um momento, fiquei 15 minutos e percebi que ela estava a ser demasiado emotiva, fui até ela pedi a caneta porque ainda não tinha assinado o termo de consentimento, ela estava as fofocas com as assistentes, total falta de profissionalismo.Eu disse a ela que iria fazer a 1º vez com ela e que iria reclamar do atendimento geral do hospital e que depois me sentia mais a vontade para fazer com a médica indicada pela Dra Ines.Ela então disse que não iria me dar as vacinas, pois não se sentia confortavél e que a Dra Filipa estava disponível e que eu poderia trocar sem problemas, eu respondi que sim.A Dra Filipa apareceu na sala e disse que a Dra Ana Luísa disse que eu tinha chamado ela, não foi bem isso, mas enfim eu disse que ela sugeriu que fosse a Dra a dar a vacina, e que se estava de fato desconfortável eu também estaria, a Dra Filipa disse que poderia me acompanhar, mas não hoje pois tinha a agenda cheia, ou seja, senti-me num circo, onde eu era o palhaço e ainda pagando ao público.Quero o reembolso da fatura e uma indenização indemnização moral, senti-me ridicularizada com todo o atendimento.",Atendimento hospitalar
"Dirige me às urgências do Hospital da Luz em Lisboa onde dei entrada no dia 8/set..tinha partido o braço a 29 de Agosto mas tinha utilizado esse braço para me apoiar e tinha receio de ter voltado a deslocar os ossos na zona onde fora partido. Na triagem disseram me que iria tirar algumas radigrafias e seria vista (para interpretação das radigrafias) por um ortopedista, visto que a médica da triagem, ou outro médico das urgências, não conseguia faze-lo. Nunca me disseram que teria que pagar as urgencias e a consulta de ortopedia. No final dirige-me à caixa das urgências e paguei a conta. Dois dias depois recebo o aviso do pagamento de uma consulta de especialidade. Mas qual consulta??? Não entendo como é que pago as urgencias e a consulta de ortopedia...é: 1) uma duplicação de pagamento para o mesmo facto 2) Nas urgencias nada me fizeram a não ser enviar para um ortopedista e 3) mais grave - NÃO ME AVISARAM QUE TERIA DE PAGAR A CONSULTA PARA ALÉM DAS URGENCIAS, o que é no meu entender uma enorme falta de ética. Neste sentido sinto-me burlada. Se me tivessem avisado que teria de pagar uma consulta para além das urgencias eu teria escolhido entre sair ou ficar, mas não tive essa oportunidade. Sabem avisar que pagamos 7 € pelo Kit do covid-19 (e lembro que não vi ninguém, nem médicos nem outro pessoal,a usar qualquer tipo de bata diferente, substitui-la no fim de cada consulta, mas todos pagam mais 7 € para esse fim), mas esquecem de avisar que pagamos a urgência (só faz trigem) e a consulta.Solicito que se reveja os procedimentos no Hospital da Luz em Lisboa, que se avise os utentes do que vão pagar. Solicito igualmente que seja indicado ao Hospital da Luz que DEVE avisar os utentes do que lhe vai ser cobrado. No meu caso senti-me burladaSem outro assuntoLourdes Bugalho",Cobrança indevida 
"Conforme meu comunicado via site, o Hospital da Luz Oeiras cobra uma factura, por procedimentos cirúrgicos extras.Ocorre que ao final de uma cirurgia de próstata, o médico DR. AGS, perguntou me se gostaria de fazer a vasectomia. Não fui informado de valores que me seriam cobrados e estava anestesiado, portanto fora de meu controle completo.Isto ocorreu em 14/10/2019.DIa 03/07/2020 recebo uma carta notificação para o pagamento de 379€.Já solicitei uma reunião com o responsável financeiro mais o médico, quando estarei com meu advogado.Hoje chega uma nova correspondência cobrando novamente.Me parece uma ação de cobrança imoral e ilegal, já que qualquer procedimento se autorizado foi em momento de não consciência completa do cliente.",Cobrança indevida 
"Venho por este meio reclamar dum episódio relativo a exames de imagiologia, envolvendo 2 ressonâncias magnéticas, que o meu filho Kyle Mitchell Gonçalves Baia-Baia fez no dia 13/05/2020. Estas, juntamente com 6 incidências de raio X, a pedido do Dr. Vicente Rivera, destinavam-se a avaliação, para diagnóstico em consulta de Ortopedia, que efectuou no dia 05/06/2020, da qual ele não gostou da resposta, por ser sucinta e inconclusiva. Ele pediu para levar esses exames com ele. Também aqui teve problemas, pois alegando não apresentar o cartão de cidadão, apesar de se ter identificado com a sua carta de condução e apresentar as notas de pagamento no seu nome, não lhe entregaram esses exames, e tivemos que esperar muito tempo até obter as incidências de raio X. Depois de tantos exames, esperávamos todos, um outro tipo de veredicto. O meu filho é um jovem de 22 anos, e não me parece aceitável ter que suportar dores constantes na anca, que por vezes o despertam durante a noite. Sem esperar da parte da medicina que haja algo mais, que se possa fazer para o ajudar a ultrapassar este problema. Além disso fui contactado pela Imagiologia do vosso hospital, após a consulta, para me pedirem que o Kyle voltasse para efectuar exames complementares. Nesta altura, já estávamos a sair de Setúbal. Penso que uns e outros quiseram ocultar que os exames de Ressonância Magnética não ficaram completos e/ou satisfatórios. O Dr. Rivera não se referiu aos exames, disse-lhe o mesmo que já lhe tinha dito durante a primeira consulta. Ora eu desloquei-me com o meu filho, que embora tenha 22 anos, e tenha carta de condução, está ainda com os pais e gosto de o apoiar, principalmente nesta fase menos boa da sua vida. Obviamente que ele terá que repetir as ressonâncias magnéticas, mas já não conto realizá-las no vosso hospital de Setúbal. Penso estar, neste caso, no direito de pedir a devolução do valor que suportei pelos exames e consultas que não me serviram, dado que terei que recomeçar de novo. Peço a devolução do valor que suportei pelas 2 Ressonâncias Magnéticas no valor de 54 Euros, e pelas 2 consultas, mais gastos de deslocação. Bem assim como a anulação do débito à ADSE pelos mesmos. Pois vou precisar que a ADSE me apoie para repetir estas consultas e ressonâncias. E devo lembrar que desloquei-me 3 vezes de Sines a Setúbal, para ficar a saber que o meu filho terá problemas na terceira idade. Não! Ele já tem o problema e é agora que o quer tratar! E ele tem todo o direito de ser tratado. Tudo isto é vergonhoso, ficámos pior. Os exames foram inconclusivos por ficarem incompletos e/ou mal feitos, gastámos o dinheiro, tivemos custos de comparticipação e deslocação, gastámos 3 dias de férias ou de trabalho, e o paciente foi submetido às radiações para nada.Não gostaria de pensar que após uma reclamação os colegas, Doutores e Técnicos ficam solidários uns com os outros para contornar o problema e quem fica mal é o paciente/utente que reclamou, pois é sempre o mesmo a reclamar.AtenciosamenteSérgio Humberto Romão Baia-Baia",Atendimento hospitalar
"Boa noite, venho por este meio demonstrar o meu descontentamento para com os serviços administrativos financeiros do Hospital da Luz, visto que nas últimas semanas temos necessitado dos serviços de saúde e tem havido sucessivas falhas na parte administrativa e sempre com prejuízo financeiro para com a minha parte e da minha mulher.1 - Em Outubro de 2019 começamos a ter consultas periódicas com a Doutora Claudia Appleton devido à gravidez da minha mulher. É de salientar que só escolhemos esta Doutora porque nos foi instruído pelo Hospital da Luz que ela tinha acordo com o IASFA. Em Janeiro de 2020 surgiu nos o primeiro problema quando a minha mulher trocou de seguro de saúde (Advance Care para o IASFA). No primeiro pagamento com o novo seguro reparámos que a doutora não tinha acordo com o IASFA, o que nos fez mudar a meio da gravidez para o Doutor João Alves. Embora o doutor João Alves nos tenha seguido da melhor maneira possível e seja um excelente profissional, deixou nos bastante desagradados ter de mudar de médico devido à incompetência dos serviços administrativos.2 - No dia 18 de Maio eu e a minha mulher demos entrada no Hospital da Luz para uma indução do parto. Na recessão tivemos de dar um sinal de 300 euros. Quando saímos do Hospital para regressar a casa no dia 20 notámos que tínhamos pago quase 900 euros para o parto do nosso filho. Mais tarde ao falar com o Hospital da Luz foi detectado que nos cobraram os valores todos por inteiro e nunca descontando os 300 euros de sinal. Entretanto já foi efectuada uma nota de crédito para a devolução desses 300 euros depois de muitos telefonemas. Mais uma situação completamente desagradável que se não fosse descoberta por nós iríamos ficar a perder 300 euros. Sendo que o dinheiro ainda nem se quer chegou à nossa conta.3 - Por volta de dia 22 de Maio a minha mulher ligou para o Hospital da Luz para marcar a minha primeira consulta de Imunolergologia, como não tinha nenhuma preferência por o profissional de saúde disse que podia ser qualquer um desde de que tivesse acordo com o IASFA. Hoje dia 4 de Junho fui à consulta e paguei 35 euros, em vez dos 3 euros e pouco que é normal. Como achei estranho pedi à minha mulher para ligar e perguntar o que se passava. A resposta mais uma vez foi que o profissional de saúde que me marcaram não tem acordo com o IASFA. Devido a todos este problemas administrativos deixei de ter qualquer confiança no vosso trabalho, visto que cada vez que utilizo os vossos serviços vejo me a perder dinheiro e a reclamar. Das 3 vezes que precisei tive 3 problemas. Alguma dúvida do que acabei de descrever pode ser encontrada a resposta nos inúmeros telefonemas que a minha mulher fez para o Hospital da Luz, dos quais nós aceitámos que fossem gravados. Lá se pode verificar que foi claramente pedido nas duas vezes médicos com acordo do o IASFA.O que pretendo com este email é mostrar o meu completo descontentamento com o vosso serviço administrativo e pedir o reembolso da diferença da consulta de hoje para o que iria pagar com o acordo do IASFA. De 35 euros para 3 euros (valores arredondados). Sendo que a nota de crédito de 300 euros já está efectuada, espero que este 3º problema seja resolvido com a devolução do dinheiro, visto que o erro foi vosso. Esta foi a reclamação que fiz no dia 4 de junho, e até hoje não obtive resposta com uma solução para este problema. Depois de mais de 6 contactos ao longo de este mês e sem nenhuma resposta ou solução venho mais uma vez pedir uma resolução rápida. Caso não tenha contacto vosso com a resolução deste problema irei passar para outras alternativas.Os melhores CumprimentosDiogo Alexandre Coelho BentoTeresa Fátima Bento dos Santos",Cobrança indevida 
